Number,File Name,Member,Duration,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,Fluency Label
393,219s34,student,12.220997732426303,-489.82425,168.54922,19.100988,1.5417116,-1.2157162,2.624124,-16.523468,-0.40924776,-6.7826037,-4.260014,-6.5549974,-3.8104808,-9.652709,-1.9267765,1.2469478,-0.6694863,0.5371331,-0.3077115,0.32992464,-0.26275367,0.0064568445,0.10151031,0.010992803,-0.10331553,0.059136488,-0.00047631512,-0.000901171,-0.00025062595,-7.57091e-05,0.0009599007,0.00018454815,-0.001080477,0.00040639515,-0.00028124594,0.0014947334,-1.8025195e-05,0.000978181,0.00089347304,1
394,219s20,student,2.4690249433106577,-421.56577,162.41032,20.306921,-1.1337795,1.0513358,3.123008,-19.567526,-5.945642,-2.5798657,-9.51854,-9.310614,-0.08686115,-10.704955,-1.7690665,0.54756045,0.112793945,0.504154,-0.5813862,0.58779657,-0.73107576,0.24374469,-0.012223261,0.42752773,-0.3884033,0.075655326,-0.0001379301,0.0004421278,0.0018759533,-8.276822e-05,0.00046126332,-0.0008845234,0.0002460044,0.0015370895,0.00028325722,2.5099725e-05,0.0007954262,-0.00022464152,0.0006299057,1
395,175s16,student,49.19700680272109,-331.82425,126.998764,20.04729,13.051688,-30.959536,-10.120776,-11.325847,-16.29229,-12.087152,-15.965859,-9.422668,-6.4381814,-7.1700935,-1.6249145,0.8361975,-0.55301,0.3688513,-0.08589268,0.3011173,-0.2690354,0.14557678,0.007051632,0.027641863,-0.29011974,0.19165456,-0.00022669659,-0.001077835,9.143445e-06,0.0013365592,0.0009118874,-0.0022662012,-0.0021584292,0.0017721667,-0.0020586501,-0.0002228165,0.00031163028,-0.0019416811,-0.0025813999,1
396,219s9,student,10.744988662131519,-427.47113,155.7227,26.414577,-1.9600065,3.2703176,-2.5785348,-17.127995,-7.671699,-5.3903728,-7.941367,-6.806318,-2.9808412,-8.532488,-1.575372,0.3707014,0.050157502,0.50989753,-0.47150686,0.26532662,-0.35682684,0.20942941,-0.048386388,0.2614621,-0.16563538,-0.021633431,-0.00043020496,0.000773903,-0.0015000064,-0.00044942304,0.0011183997,4.919676e-05,-0.0005474224,-0.00023370149,0.0005304163,0.00058028696,0.0005775107,-0.00051174546,-0.00021284398,1
397,219s18,student,4.412018140589569,-452.9663,147.46098,17.803757,11.750805,-3.9729977,-1.0040679,-14.672037,5.7470374,-16.932755,0.9086565,-1.9215734,-7.7615385,-3.56234,-1.6307166,0.67493355,-0.32580295,0.4550169,-0.044165745,-0.16933726,-0.025982216,0.18607575,-0.02507445,-0.008870304,-0.1269158,0.07962736,-8.1137905e-06,-0.00013834017,-0.00054123974,0.0006650803,0.00045522058,-0.0011283928,0.00044377265,-0.0005622945,-0.00025163998,0.00013929873,-0.00040993182,-0.000113041926,-5.107401e-05,1
398,219s28,student,2.600997732426304,-435.22104,150.41156,32.672024,-10.197796,-2.0542529,7.7880883,-22.893421,1.1841332,-13.520059,1.2940413,-9.206974,-3.5547333,-9.937186,-0.13994992,-0.6439703,-1.4303722,0.32857394,0.7625727,0.9043917,-0.21814184,-0.21743253,-0.53316605,0.10620919,-0.017364703,0.18229109,0.0014681645,-0.0033055549,0.0028465036,-0.001201468,0.0035723299,-0.0023262925,0.002173854,-0.0021210655,0.0018770217,-0.002488765,0.00093087147,-0.0010518326,0.0009666253,1
399,219s11,student,4.560997732426304,-386.70563,156.73091,14.916091,-5.019574,6.498292,-8.055747,-22.465038,-7.32424,-8.749948,-9.126158,-8.82819,-3.2313874,-9.077544,-1.9808422,0.9688596,0.052929807,0.45953965,-0.9015898,0.69694126,-0.528665,0.22485909,-0.05859191,0.45898634,-0.5467696,0.18252316,-0.00020692304,0.00078047847,-0.0016211381,0.00033057714,0.0022333357,0.0006955267,-0.0009722946,0.00021496147,0.001650116,0.002131735,-0.0020984244,-0.001162674,0.00013692194,1
400,219s24,student,2.9179591836734695,-412.8469,152.16945,17.639822,8.768085,6.140594,-7.194817,-18.295683,-5.8674536,-9.863769,-9.171152,-6.405166,-5.3028646,-6.9381895,-2.0639458,1.1913283,-0.18870461,0.4099671,-0.5621346,0.30581108,-0.25326338,0.21055318,-0.013864334,0.036236636,-0.07596974,0.019059207,-0.0011128864,-0.0008964029,0.0005167349,-0.00043622474,0.00089894305,-0.0015505715,0.001633526,-0.0003158402,0.0011887678,-0.0013231594,-0.0004651416,-0.0014178632,0.00039034092,1
401,219s25,student,11.30498866213152,-383.0008,146.94165,20.38559,1.6711491,2.59383,-2.4119656,-24.412622,-3.9716127,-8.575239,-8.336356,-6.5371833,-1.9708476,-9.104495,-1.4908899,0.69452465,-0.31530267,0.253768,-0.25740024,0.21370135,-0.16297755,0.09737253,-0.014601361,0.108112164,-0.04735785,-0.010111694,-0.00039381508,0.0010805583,-0.00077390845,0.00043342172,-0.0019968143,-0.00031009468,0.0018155884,0.0013127344,-0.0012192137,-0.0014472746,-2.3391458e-05,-0.0006238357,-0.0005478618,1
402,219s27,student,8.70299319727891,-350.5371,158.60924,16.748512,-5.517695,5.692311,-7.5264506,-24.123833,-9.737826,-13.738969,-8.970465,-4.824654,-2.5828185,-10.432962,-1.4598149,-0.087886356,0.18312286,1.0214806,-0.38682684,-0.27919644,-0.2751287,0.2475926,0.09963484,0.11010257,-0.19927281,0.054655224,0.00036692782,0.000411132,0.0022852472,7.58598e-05,-0.00030527456,0.00052204594,-0.0015093674,0.00027989005,0.0013087869,-0.00077308767,0.0021253815,0.0009880383,0.0021757763,1
403,175s19,student,70.41800453514739,-365.46167,125.3154,28.12124,11.953106,-22.43111,-0.54372627,-26.108864,-16.225967,-3.6328423,-17.323542,-5.2799478,-8.501989,-3.0968351,-1.628575,0.7609036,-0.59892523,0.29170364,0.5856308,-0.37639242,0.031945273,-0.0089378655,-0.1974771,0.43824878,-0.43088862,0.16844617,-0.0030866293,-0.0021794965,-0.0015124406,-0.00038454653,0.00014473299,0.00016624223,0.0020571442,-0.002020635,-0.0038669426,-0.00075968413,-0.00091156276,0.00027311197,-8.851419e-05,1
404,219s19,student,5.282993197278912,-439.95087,143.03365,22.370628,9.040794,-2.9257002,2.3958747,-19.53467,4.1405587,-10.795704,-5.2556896,-3.237112,-2.0372045,-6.4050846,-1.6214411,0.7410652,-0.47295493,0.5713681,-0.2148489,0.20474811,-0.37738407,0.110435866,-0.061021104,0.3125364,-0.09179939,-0.074299246,-0.00045832404,0.0009667501,0.0007125832,0.00056343724,7.770813e-05,-0.0013687017,-0.00042548202,0.00035747024,-0.0010780182,-0.0014212923,-7.3724514e-05,-0.0012374579,-0.00095418084,1
405,219s22,student,0.9750113378684807,-473.3766,177.84642,19.425228,-1.297905,0.49069792,2.42146,-15.404823,-5.396731,-6.921125,-5.182,-10.753588,2.4481761,-9.601088,-1.980071,0.9059913,-0.028368544,0.47765803,-0.49478063,0.2195133,-0.08133496,-0.22462465,0.27187058,0.0382655,-0.13466887,0.037906952,0.00055353343,-0.00026537222,4.878721e-05,0.0015125511,0.001766008,0.0015252789,0.0024271412,-0.00031554932,-0.00021386825,-0.0013958476,-0.0002147968,0.0012848997,0.0013515418,1
406,219s32,student,5.540090702947846,-375.30493,141.48227,26.104908,-1.0030345,2.1873364,0.5919253,-23.82581,-7.4310927,-7.058795,-7.6011887,-7.92041,-2.231969,-9.56677,-1.3859776,0.37493294,-0.16366474,0.4435123,-0.32395282,0.3527168,-0.37722817,0.062772356,0.0051804776,0.10863558,-0.04053873,0.02195957,-0.0019530301,-0.00012910017,0.00022427767,0.00037723096,0.00018208101,-0.00059009396,0.0003278203,0.00052360503,-0.0025892784,-0.0006124644,0.0023866645,0.00024634087,0.0009780604,1
407,219s35,student,1.319002267573696,-467.69434,181.52963,18.184652,-4.11656,15.099343,6.527563,-23.423866,-12.967115,-2.6600688,-2.0638602,-9.723986,-0.66972893,-12.178363,-2.0082314,0.93386286,-0.12311295,0.8055282,-0.82430524,0.4300922,-0.41978568,0.062264416,0.1459248,0.15296462,-0.15825424,0.009402772,-0.00018504912,-0.00065806403,2.2659984e-05,-0.0010428771,-8.473919e-05,-0.0009908057,-0.00015715181,-0.0018423573,-0.00086323865,3.951937e-05,-0.00036889664,-0.0020216207,-0.0007591412,1
408,219s6,student,3.7709750566893425,-441.68823,157.73767,15.996591,6.7119,-10.014275,1.2421587,-14.378259,-3.8565035,-7.2728324,-6.4198227,-7.1243052,1.2560011,-7.351678,-1.3455625,0.6078013,-0.1716571,0.112071596,-0.15477702,0.075589314,0.0058400193,0.05854726,-0.12732375,0.21137248,-0.18530755,0.065686524,0.00027817988,0.00057480566,-0.0012062496,-0.0015438274,0.00068708084,-0.00040387962,-0.0012246992,-0.0004247913,0.0006616954,0.0003164968,-0.0005238911,-0.0020712186,1.5138214e-05,1
409,219s15,student,8.416009070294784,-379.87164,135.72632,18.007244,11.507809,-2.1721866,3.7389503,-21.35449,-4.893297,-7.3697333,-5.2689366,-7.5764847,-4.2979727,-6.230518,-0.99913573,-0.011264613,-0.32401296,0.5696518,-0.24237424,0.11960905,-0.20609213,0.12103178,-0.099381864,0.1377581,0.019724073,-0.015583996,-0.0005799549,0.00014482308,-0.0017075983,-0.001083158,-0.0002554212,0.00046984764,0.001099798,-0.001202246,-0.00033659715,0.0013643812,0.0021826085,-0.0022585816,-0.0011107998,1
410,219s33,student,1.0379591836734694,-460.30707,163.12987,34.374752,-9.7175,-9.373654,5.775376,-20.579514,-6.582344,-5.10952,-9.70095,-6.6476574,-3.5830178,-5.4484367,-1.0605202,-0.034108285,-0.9385985,0.63796824,0.6472343,0.58939195,-0.5043416,-0.32255384,-0.3638903,0.2212394,0.20133187,-0.036561217,-0.00033159793,9.397698e-06,0.0005981151,0.00040005526,0.0014659585,0.0010793076,-0.00056756294,-6.808611e-05,-0.0007071232,0.0016096169,0.0017353874,-0.0010597417,-0.00025371864,1
411,219s8,student,6.362993197278912,-462.76462,172.25267,15.969556,-0.72903526,-10.077418,10.332284,-16.757685,-5.0009656,-5.2325325,-4.325888,-7.630229,-0.86141425,-11.772447,-1.525635,0.5921277,-0.56625885,0.700133,-0.23919344,0.36911488,-0.26350445,-0.1596226,0.07178551,0.07031178,-0.03266075,0.014809592,-5.4683976e-05,-0.00066982757,0.000411004,-6.9486646e-07,0.002018415,-0.00025407318,-7.716258e-05,-0.0012097133,0.0004020185,-9.4362746e-05,0.0008999905,-0.0001855841,0.0003174665,1
412,219s3,student,28.228979591836733,-341.1565,147.22487,17.58835,-1.9420522,2.264073,-6.4708753,-24.578974,-5.711817,-10.649248,-10.102521,-5.700732,-4.462485,-9.690081,-1.4128908,0.43750164,-0.16070986,0.36737627,-0.44329336,0.31878632,-0.14125581,0.16687934,-0.1534729,0.13970828,-0.038975187,-0.018313529,0.0013139632,9.830232e-05,-0.0009034923,-0.00037796242,-0.0023476784,0.00014563606,0.00022664844,-0.0033513862,0.0006870965,0.0011483311,-0.00022706289,0.00017164182,-0.00024166479,1
413,219s4,student,0.6070294784580499,-488.26892,171.03812,25.28764,2.4583051,-4.247049,11.9622965,-17.456892,-4.360986,-10.636991,-0.9533548,-8.391431,-2.3720183,-11.079169,-1.5755348,0.34817636,0.026180487,0.4349137,-0.22945923,0.25267512,-0.3791896,-0.016731095,0.09803509,0.27910194,-0.2901473,0.07713361,-0.001133867,-0.0021365397,-0.0013557135,-2.2902877e-05,0.00080540124,0.00040251756,-0.00032280403,-0.0011689867,-0.00065633026,-0.0004699986,-0.00041186763,-0.00081023714,-0.0010105355,1
414,219s1,student,1.5870294784580499,-379.44394,134.87415,27.635489,2.087197,-0.96196973,4.916373,-26.048882,-0.3558931,-13.258589,-1.5861413,-8.7936945,-3.3318217,-11.342276,-1.1585885,0.106498346,-0.7326124,1.012358,-0.10119952,0.2546408,-0.5560739,0.21911418,-0.108903065,0.19534993,-0.039818775,-0.046892576,-0.0003605397,-0.00069236645,0.0004711657,-0.0001636348,-9.273156e-05,0.0001879468,-0.00025441285,-8.426246e-05,0.00012751287,-0.00087647117,-0.0008217009,-0.0013160143,0.00016385783,1
415,219s31,student,5.050022675736962,-345.69092,145.68024,11.265433,5.061756,8.872583,-10.458883,-26.49142,-6.2314734,-12.727378,-8.580401,-8.009703,-3.1316373,-10.305311,-1.7052122,0.47626215,0.21960038,0.38011336,-0.4481278,0.23740146,-0.35908437,0.10765365,0.13346672,0.21865615,-0.3003897,0.07506653,-0.0043173786,-4.1468484e-05,0.0013923561,-0.0031888487,-1.144268e-05,-0.00054784445,-0.00059113465,-0.00058390014,0.00013656117,-0.00027176685,-0.0014292415,0.0008229175,0.0007387582,1
416,219s13,student,6.97201814058957,-370.76733,154.64586,16.276228,1.2827256,4.367388,-4.4103365,-25.096935,-9.974997,-5.0078,-10.945758,-7.8986516,-2.3548298,-8.5445595,-1.5319794,0.37307617,-0.12794705,0.604835,-0.3445012,0.27733386,-0.4517154,0.121828854,-0.024450805,0.34860456,-0.19336504,-0.019999782,-0.003009413,-0.0010511326,0.0020612439,-0.00011400497,-0.0019757315,0.0007418938,-0.00015350094,0.0028329561,0.000779799,9.753552e-05,-0.00011781548,0.00313761,-0.00027449854,1
417,252s10,student,3.6409977324263036,-397.3904,152.14453,33.19078,11.3607,9.189481,-20.52366,-11.601009,0.52412564,-17.400387,-11.233532,-11.100028,-7.7029967,-9.793538,-1.2834678,-0.42366013,0.74601096,0.46376243,-0.71221507,-0.008944366,0.12065059,0.2614938,-0.038864248,0.02140069,-0.2407229,0.12174694,-0.001207747,0.0006886481,-0.0008481894,0.0008207051,-0.00020846784,0.0010595459,-0.0005288136,-0.00033106108,-0.000295269,-4.077751e-05,-0.00036456756,0.0012994792,-0.0004066869,1
418,252s18,student,4.241995464852608,-504.39304,171.67578,23.80291,-4.225641,-10.754325,14.789341,-18.322937,0.035029363,-14.436607,-0.80390334,-12.202824,-4.634923,-10.113324,-1.536699,0.4124893,-0.5017784,0.9263187,-0.039154064,-0.065843806,-0.24820764,0.038955852,0.023213398,-0.15606579,0.24789274,-0.07037184,-0.0005649053,0.0005676789,-0.00041700358,-0.0006813742,0.00068676414,-2.7105516e-06,-0.00011927419,4.819168e-05,-0.00024392258,0.00043248478,0.00017830441,-0.000577715,-0.00063642685,1
419,252s27,student,3.3679818594104307,-445.51028,139.97707,-5.5037823,9.376605,6.7466865,-6.0058947,-18.758932,-7.240018,-6.903371,-6.1819353,-12.051126,-4.1850743,-7.6798673,-2.1746118,1.6880285,-0.6975697,0.48364723,-0.5402238,0.29407197,-0.15862659,0.22026455,-0.20816368,0.211734,-0.17221384,0.07771084,-0.001092708,-0.00058638514,-0.00046827452,0.0003270022,1.6680693e-05,0.00010390363,0.00029380777,0.00032639195,-0.00039958642,-0.000561667,-0.0007707636,0.00026399898,0.0008574287,1
420,219s5,student,26.620997732426304,-382.1947,151.06088,24.195784,0.6787061,4.8083262,-7.294192,-22.158216,-7.903379,-6.575493,-12.66914,-7.12737,-3.2935386,-9.624479,-1.5949926,0.44418132,-0.08395027,0.6305593,-0.41314164,0.15630631,-0.40517682,0.24651432,0.0161277,0.2531863,-0.240055,0.023363484,0.0013020036,0.00027548097,0.000293369,-0.0003134022,-0.0004647174,0.001984573,0.0013146721,0.0009285186,-0.0004727876,-0.00029255258,0.0006828201,5.263702e-05,-0.001443022,1
421,219s12,student,24.480997732426303,-430.78183,149.17934,29.30456,-4.055625,3.380953,-2.6171694,-16.11885,-8.09566,-4.6721206,-6.786033,-6.777916,-3.244445,-5.574103,-1.5773021,0.3483532,0.07931947,0.6318532,-0.5235802,0.08200629,-0.24647538,0.21075764,0.051792223,0.16470622,-0.2702633,0.09461544,-0.0007452601,-0.000102907215,-0.0006553886,-0.0004028824,-0.00023446039,-0.0016565756,-0.0017345087,-0.00029702386,-0.00025503302,-0.00093606196,-0.0010027653,0.0001340078,7.266969e-05,1
422,252s19,student,12.049977324263038,-502.36432,161.95152,28.23282,-1.6006533,-2.6987612,-2.38975,-16.809586,-7.80323,-10.394362,-4.9275494,-9.764425,-4.1903863,-12.575646,-1.537172,0.046497427,0.39156297,0.60069054,-0.60537535,0.14859149,-0.15713097,0.04612285,0.15716533,-0.025374737,-0.07465622,0.030582614,-0.0006442749,0.0007960377,-0.00020991136,-0.0006904608,3.7390884e-05,5.3439042e-05,0.00041019364,-6.213336e-05,0.0009573286,-0.00022612682,8.972031e-05,-1.4842442e-05,0.00034652138,1
423,252s5,student,10.268253968253969,-406.36383,139.25842,20.109537,13.421799,-1.0138769,-14.535028,-11.2573185,-0.0535574,-14.975039,-9.501063,-7.4536786,-6.1563334,-6.9898033,-1.7771467,0.68921393,0.109678425,0.28226468,-0.47045588,0.113739364,0.024559218,0.16617282,-0.19941512,0.25611055,-0.27363473,0.10919898,4.7728037e-05,0.0010573204,-0.00034645287,-0.00037346542,0.00026715407,-0.0016677852,0.0001825258,0.00055469456,0.00010608614,0.0022898738,-0.00017849056,-0.0013258351,-3.587934e-05,1
424,252s16,student,7.180997732426304,-500.4546,139.82507,28.25802,1.1747828,-4.0279636,-3.7884898,-14.378993,-5.8712654,-9.372574,0.7351412,-6.9834332,-8.692085,-14.17542,-1.4718002,0.007997417,0.5253155,0.21684544,-0.42982036,0.22460112,-0.20380123,0.29633254,-0.1638023,0.08045871,-0.19791478,0.1450731,0.0010894893,0.0004909062,-0.0012802774,-0.00041678338,0.00012954627,-0.0006157076,-0.0003929257,0.0011688916,0.0002217708,-0.00094138854,-0.0005568852,0.00086215715,0.00024868522,1
425,219s26,student,23.87201814058957,-334.2008,139.43245,10.945867,4.835082,-3.2825122,-4.461442,-21.168644,-5.937422,-12.692486,-8.536336,-6.0949163,-3.799274,-6.9855614,-1.6179969,0.9192924,-0.5099641,0.41814435,-0.30306548,0.15017729,-0.14427947,0.229846,-0.12153878,0.10717941,-0.12015863,0.061584946,-0.0005672669,-0.00054645585,-0.00027571968,0.0020574206,0.00085457426,-0.0004919743,-0.00079377956,0.00057247106,-0.0007512137,0.0004088526,-0.0013546308,0.0013976028,-0.0014704901,1
426,252s24,student,8.79700680272109,-429.03067,141.48517,1.9329852,3.0583224,2.9270504,-11.867661,-14.05856,-5.040756,-9.229031,-7.2863994,-12.90542,-6.177269,-9.246156,-1.6798129,0.24628572,0.72414374,0.16464898,-0.7270844,0.16838764,0.1489905,0.16852976,-0.27851036,0.08341189,-0.0072988532,0.02392182,-0.00059263984,-0.0002303017,0.0013764726,-0.00053511845,-1.1397618e-05,0.0006027357,0.0001912454,-0.00020542406,0.0004340353,-0.00022449595,0.0011062219,-0.000985856,-0.0002502222,1
427,252s22,student,10.739002267573696,-453.42685,140.80446,16.838173,2.502035,-0.22397578,-9.886066,-13.776978,-5.0436363,-7.2120237,-7.595055,-10.666016,-7.7715583,-9.746618,-1.9469886,0.97473174,0.15750217,0.048041724,-0.5306599,0.2554961,0.052499257,0.1962913,-0.39115748,0.3545398,-0.2491278,0.104703,-0.0014845727,0.00085466844,0.0005294753,-0.0005478194,-0.00023909648,-0.0005498233,0.0004051319,0.0009005678,-0.0010938086,-0.00141932,-0.00030169555,0.0015713223,-0.00022090414,1
428,252s7,student,28.000997732426303,-501.68863,149.20557,35.07673,0.6938483,-4.567569,-0.8883188,-14.637703,-4.3978305,-11.776061,-5.0046597,-7.60859,-3.4001107,-11.535486,-1.5921896,0.2937356,0.23431462,0.26460987,-0.047756948,-0.26675937,-0.07467496,0.1845946,0.16700862,0.045149952,-0.32033318,0.13543776,-0.0009776399,0.0005849254,7.2385345e-05,9.543062e-05,2.6223544e-05,-0.00041142746,0.00018085787,-0.0007792249,-9.630408e-05,0.0005246948,-1.0921764e-05,0.000980285,-0.00010931796,1
429,252s17,student,5.925986394557823,-483.7106,148.71399,32.26569,-8.592097,-1.4895751,3.1180344,-15.214693,-5.3084,-12.174429,-2.3804164,-9.027207,-5.776354,-10.237076,-1.4000045,0.038711376,0.25499794,0.46975544,-0.4152508,-0.031874605,0.02549043,0.1885793,-0.18348539,0.12011469,-0.04976576,0.018691365,-0.00048457214,0.0006032823,-0.00026691493,0.00077292754,0.00085485325,0.00029228773,8.4595275e-05,0.00039031653,0.0004274844,0.00075467944,-0.0004137365,-0.0006255504,0.00023609523,1
430,252s11,student,7.603764172335601,-500.0845,165.63472,25.616606,2.7187562,-5.2805915,1.9117709,-17.529848,-4.041026,-8.691091,-4.3113275,-9.241265,-1.8706083,-12.047932,-1.4831629,0.082437836,0.39082643,0.13249399,0.015532503,-0.13199927,0.07946483,-0.12886351,-0.14510226,0.43859488,-0.25446317,0.0355704,-0.00032268604,0.00066414615,-0.00015270885,0.0010902238,1.2265688e-05,-4.9292494e-06,0.0011945385,-0.0013382595,0.0008336876,0.00069809525,0.0010145672,-0.00030313258,-0.00038116245,1
431,252s1,student,7.394784580498866,-432.01944,147.58492,27.2963,2.8195395,3.8159044,-7.995406,-19.363365,-5.8784895,-12.837887,-7.5482173,-9.099074,-4.574746,-8.9994,-1.189778,-0.30785456,0.17198226,0.60160464,-0.003915973,-0.3141465,-0.2764633,0.38717878,-0.008539567,0.13486934,-0.21810016,0.060611002,-0.00019313318,-0.0025705872,0.000111754256,0.00050986523,0.00042671128,-0.0010955015,-0.00057861034,0.000969774,0.00061292865,-0.0004442699,-0.000107670574,-0.0021786483,-0.0007293043,1
432,252s4,student,10.357006802721088,-404.17975,143.84042,26.520348,18.02609,5.0619054,-13.598087,-8.116536,-1.9822557,-12.944471,-7.583925,-5.6173215,-4.7876472,-6.3879666,-2.0687358,1.173603,0.07919017,0.0045606485,-0.49592942,0.29781288,0.06976918,0.051488545,-0.13707228,0.097405314,-0.07124012,0.020291569,-0.0024002003,0.003148816,-0.0040757395,0.004151057,-0.0023316129,0.0049654674,-0.0025363695,0.0043392633,-0.0037835347,0.0027210321,-0.0024956146,0.0045885677,-0.002211188,1
433,252s6,student,1.6839909297052154,-452.7761,146.89815,16.138853,9.473212,-6.815932,-5.410719,-16.82407,0.20679957,-11.078408,-5.034583,-9.789922,-4.022638,-7.9474483,-2.9212344,3.6720376,-2.7746234,1.8386929,-1.5089712,0.8498637,0.1245123,-0.48110873,0.29639822,-0.13262933,0.11640941,-0.06427919,0.0005182303,0.0006364278,-0.00041712896,-0.0012691816,0.00040022636,0.00066900667,0.00029110006,0.00017514094,-7.98234e-05,-3.5904463e-07,0.0004871455,-0.0003929789,7.230412e-05,0
434,252s13,student,25.86798185941043,-436.8427,135.4793,23.293224,9.725937,-0.36033013,-5.6150417,-12.718265,-3.9392352,-10.181599,-6.947,-7.1753907,-2.465039,-10.017701,-1.486078,0.6386317,-0.4626803,0.4381191,-0.26980624,0.30830273,-0.27914402,0.11715606,-0.01890494,0.16912231,-0.1378827,0.025370749,-0.00079578,0.0011248733,0.001040864,-0.0010093271,-0.0005585728,0.001650987,0.0009268748,3.6441812e-05,-0.0012755657,0.00023314275,0.0004756573,-0.0015557576,0.00049314485,1
435,252s12,student,7.041995464852608,-536.0056,168.72522,38.265404,4.055292,-11.801677,8.179066,-14.4444,-1.8220938,-10.978657,1.5455059,-7.202835,-2.0874166,-12.292867,-1.4179054,0.116943076,-0.06862995,0.48214543,-0.051869683,0.15591797,-0.07896253,-0.20440924,0.069576114,0.00654642,-0.041756634,0.05599053,-0.0010265554,0.00021043778,-0.00027650694,0.00058094645,4.5946446e-05,0.000641754,-0.0012696765,0.00028103238,-0.00072607194,-0.00031456252,0.0001911232,-4.2142703e-05,-0.00024858356,1
436,252s25,student,12.671519274376417,-467.8667,155.33293,5.645177,-0.95473164,-0.8126433,-2.8222392,-18.487352,-6.412078,-5.7819133,-5.991819,-9.514121,-4.1321793,-11.129057,-2.3955739,2.1701982,-0.9744867,0.43855265,-0.47547582,0.32139397,-0.09000895,0.0525457,-0.14785682,0.29763514,-0.2620818,0.09081818,-0.0010033741,0.0001037579,-0.000410383,4.8769274e-05,-0.00060002285,-4.4523957e-05,0.0006709803,0.00119224,0.000181433,-0.00015293167,-0.00061635056,3.6034136e-05,0.00021678008,0
437,252s9,student,13.351020408163265,-375.90482,141.76529,12.916173,18.86202,-2.2669601,-19.134045,-12.453015,-3.025122,-14.042615,-11.77166,-10.65074,-7.062397,-7.8643513,-1.7432605,0.5796644,0.36103067,0.005664744,-0.4781979,0.34970236,-0.07582698,0.029558552,-0.033738367,0.2706455,-0.42631146,0.19560777,-0.0004208393,0.00014003596,-0.0018913886,-0.00020934001,0.0014153221,0.00024980877,-0.0002550927,0.0011823064,-0.00019698916,-0.00025673362,0.00069904455,0.00054808985,-0.0012165584,1
438,252s20,student,12.290022675736962,-458.18637,140.7168,22.307838,10.059528,-3.7557535,-12.12755,-8.690044,-8.430293,-9.9917965,-7.924243,-10.305824,-4.80671,-7.913451,-1.8518676,0.73331803,0.47914448,-0.32817155,-0.2622899,0.23892698,-0.010780321,0.18893598,-0.39748335,0.4120094,-0.2570421,0.083238125,0.00021074459,0.00033340827,-0.00014476974,0.00020660383,-0.00033462577,0.00059282145,0.00070951774,-6.1168466e-05,-0.00031868112,-0.0008758602,-7.7998615e-05,-0.00016772945,-2.9478397e-05,1
439,252s26,student,5.02204081632653,-444.77374,140.506,-7.376866,-0.41706353,13.426495,-4.8782086,-21.77621,-9.707194,-8.139313,-3.1854484,-13.838438,-8.39952,-9.340554,-1.8170218,0.8110717,-0.034715652,0.42918685,-0.60378325,0.1967164,-0.04976867,0.24170522,-0.34383833,0.35152414,-0.23294733,0.08310137,-9.459402e-06,0.00045551767,-0.00015880217,9.777848e-05,2.933617e-05,0.0006944728,-0.00078442704,0.0008904019,-0.00087778555,0.00011600606,-0.0005924185,-3.5436067e-05,-0.0008314175,1
440,252s8,student,24.459002267573695,-454.59885,158.48145,25.686525,-3.5878918,-5.93855,-9.270407,-15.733275,-5.049698,-11.036956,-5.250681,-7.544241,-4.1704197,-9.763991,-1.6280454,0.2748949,0.42906913,0.40281963,-0.62619925,-0.0653719,0.145296,0.29429677,-0.22353628,0.088195235,-0.09536406,0.036758296,-5.9574177e-05,0.00032247417,-9.0341084e-05,-0.00094117527,-0.0005138449,7.964648e-05,0.0003615368,0.00076773437,0.0001525771,0.000652735,0.00065868703,-9.861542e-05,0.00039653742,1
441,252s2,student,16.45297052154195,-417.8184,144.34227,14.945381,2.9752436,-4.457916,-12.247931,-12.816582,-6.9708295,-17.084557,-8.652351,-8.394713,-7.161733,-9.338766,-1.8589027,0.69783896,0.4272966,-0.16088408,-0.37713724,0.32856953,-0.0038962811,-0.10324774,0.20883471,-0.005589351,-0.31747118,0.18865791,-0.001387692,0.00086347293,6.6671506e-05,0.00019144482,-0.00095421576,-0.0005041179,0.0002784549,-0.00010548107,-0.00091582775,0.00041851943,-0.00014835712,0.00091337424,0.0006562666,1
442,252s23,student,20.226031746031747,-461.8949,148.90138,20.993258,-0.96282697,-1.2809995,-9.252904,-12.9319,-6.8688693,-9.254638,-6.9346437,-8.8213,-7.620569,-8.810661,-2.056536,1.1568216,0.12181336,-0.054983072,-0.43970647,0.2754476,-0.031793118,0.13174625,-0.14105175,0.20925564,-0.2540293,0.10566032,-0.0004717304,0.00012671521,-0.00069182925,0.00047961058,0.00040360464,-0.00093378103,-0.0011865852,0.0009519859,-0.000876663,-0.000495904,-1.1158341e-05,-0.00011407297,-0.0002698589,1
